Town,County,Per capita income,Location,Lat,Lon
"Ogle Township, Pennsylvania",Somerset County,"$18,005 ","Ogle Township, Somerset County, Pennsylvania, USA",40.1906375,-78.73916138
"Houston, Pennsylvania",Washington County,"$18,001 ","Houston, Washington County, Pennsylvania, USA",40.2464593,-80.2114472
"Worth Township, Centre County, Pennsylvania",Centre County,"$17,999 ","Worth township, Centre County, Pennsylvania, USA",40.8185815,-78.06728288
"Fairview, Butler County, Pennsylvania",Butler County,"$17,997 ","Fairview, Butler County, Pennsylvania, USA",41.0145075,-79.7428275
"Scottdale, Pennsylvania",Westmoreland County,"$17,994 ","Scottdale, Westmoreland County, Pennsylvania, 15683, USA",40.1003507,-79.5869835
"Taylor Township, Centre County, Pennsylvania",Centre County,"$17,994 ","Taylor township, Centre County, Pennsylvania, United States of America",40.778096,-78.13891114
"Glasgow, Pennsylvania",Beaver County,"$17,989 ","Glasgow, Beaver County, Pennsylvania, USA",40.6456205,-80.5059007
"Freemansburg, Pennsylvania",Northampton County,"$17,983 ","Freemansburg, Northampton County, Pennsylvania, USA",40.6264875,-75.345735
"Blakely, Pennsylvania",Lackawanna County,"$17,979 ","Blakely, Lackawanna County, Pennsylvania, USA",41.4809138,-75.5946319
"Sharpsville, Pennsylvania",Mercer County,"$17,979 ","Sharpsville, Mercer County, Pennsylvania, USA",41.2592225,-80.4720141
"Norristown, Pennsylvania",Montgomery County,"$17,977 ","Norristown, Montgomery County, Pennsylvania, 19401, USA",40.121497,-75.3399048
"West Nottingham Township, Pennsylvania",Chester County,"$17,975 ","West Nottingham Township, Chester County, Pennsylvania, 19362, USA",39.7480185,-76.0437402
"Roaring Spring, Pennsylvania",Blair County,"$17,972 ","Roaring Spring, Blair County, Pennsylvania, United States of America",40.3359086,-78.3908472
"Birmingham, Huntingdon County, Pennsylvania",Huntingdon County,"$17,964 ","Birmingham, Huntingdon County, Pennsylvania, United States of America",40.6478421,-78.1952892
"Belmont, Cambria County, Pennsylvania",Cambria County,"$17,958 ","Belmont, Cambria County, Pennsylvania, USA",40.2872973,-78.8894685
"Forkston Township, Wyoming County, Pennsylvania",Wyoming County,"$17,956 ","Forkston, Wyoming County, Pennsylvania, 18629, USA",41.5284093,-76.1257621
"Antis Township, Pennsylvania",Blair County,"$17,950 ","Antis Township, Blair County, Pennsylvania, 16684, United States of America",40.6308105,-78.35500142
"Windham Township, Bradford County, Pennsylvania",Bradford County,"$17,948 ","Windham, Bradford County, Pennsylvania, 18837, USA",41.9717412,-76.291323
"Independence Township, Beaver County, Pennsylvania",Beaver County,"$17,946 ","Independence Township, Beaver County, Pennsylvania, USA",40.5412465,-80.32551126
"Garden View, Pennsylvania",Lycoming County,"$17,945 ","Garden View, Lycoming County, Pennsylvania, USA",41.2542441,-77.0460792
"Upper Paxton Township, Pennsylvania",Luzerne County,"$17,945 ","Paxton Drive, Hanover Township, Luzerne County, Pennsylvania, 18706, USA",41.2051855,-75.9295402
"Clara Township, Pennsylvania",Potter County,"$17,929 ","Clara, Potter County, Pennsylvania, USA",41.8928436,-78.1025072
"Midway, Adams County, Pennsylvania",Adams County,"$17,928 ","Midway, Adams County, Pennsylvania, USA",39.8084327,-77.0027587
"Newville, Pennsylvania",Cumberland County,"$17,922 ","Newville, Cumberland County, Pennsylvania, USA",40.1678917,-77.4046614
"Nescopeck Township, Pennsylvania",Luzerne County,"$17,918 ","Nescopeck, Luzerne County, Pennsylvania, USA",41.0520964,-76.2205418
"Providence Township, Lancaster County, Pennsylvania",Lancaster County,"$17,912 ","New Providence, Lancaster County, Pennsylvania, 17560, USA",39.9253792,-76.1980113
"South Greensburg, Pennsylvania",Westmoreland County,"$17,910 ","South Greensburg, Westmoreland County, Pennsylvania, USA",40.2784029,-79.5447619
"West Township, Pennsylvania",Fayette County,"$17,910 ","West, Fayette City, Fayette County, Pennsylvania, 15412, United States of America",40.1046051,-79.8332229
"McDonald, Pennsylvania",Washington County,"$17,907 ","McDonald, Washington County, Pennsylvania, USA",40.3709025,-80.2347814
"West Easton, Pennsylvania",Northampton County,"$17,901 ","West Easton, Northampton County, Pennsylvania, USA",40.6787626,-75.2368496
"New Philadelphia, Pennsylvania",Schuylkill County,"$17,899 ","New Philadelphia, Schuylkill County, Pennsylvania, USA",40.7195342,-76.1157708
"Franklin Township, Erie County, Pennsylvania",Erie County,"$17,898 ","Franklin Township, Erie County, Pennsylvania, USA",41.930422,-80.21494707
"Penndel, Pennsylvania",Bucks County,"$17,897 ","Penndel, Bucks County, Pennsylvania, USA",40.1520541,-74.9165553
"Avoca, Pennsylvania",Luzerne County,"$17,896 ","Avoca, Luzerne County, Pennsylvania, 18641, USA",41.3398022,-75.7363033
"Donora, Pennsylvania",Washington County,"$17,893 ","Donora, Washington County, Pennsylvania, USA",40.1734049,-79.8575467
"New Alexandria, Pennsylvania",Westmoreland County,"$17,893 ","New Alexandria, Westmoreland County, Pennsylvania, USA",40.3949675,-79.42049485
"Rush Township, Schuylkill County, Pennsylvania",Schuylkill County,"$17,893 ","Rush Township, Schuylkill County, Pennsylvania, 18245, USA",40.8370621,-75.97375367
"Venango Township, Crawford County, Pennsylvania",Crawford County,"$17,891 ","Venango Township, Crawford County, Pennsylvania, USA",41.8057739,-80.11446347
"Sterling Township, Pennsylvania",Wayne County,"$17,889 ","Sterling Township, Wayne County, Pennsylvania, USA",41.3187664,-75.39879909
"Lehigh Township, Carbon County, Pennsylvania",Carbon County,"$17,883 ","Lehigh Township, Carbon County, Pennsylvania, USA",40.9465955,-75.77316355
"Caernarvon Township, Lancaster County, Pennsylvania",Berks County,"$17,881 ","Pennsylvania Turnpike, Caernarvon Township, Berks County, Pennsylvania, 19543, USA",40.1584713,-75.8780742
"Bastress Township, Pennsylvania",Lycoming County,"$17,880 ","Bastress, Lycoming County, Pennsylvania, USA",41.1759093,-77.1371909
"Jamison City, Pennsylvania",Columbia County,"$17,873 ","Jamison City, Columbia County, Pennsylvania, USA",41.3064701,-76.3607733
"Benton Township, Columbia County, Pennsylvania",Columbia County,"$17,853 ","Benton, Columbia County, Pennsylvania, USA",41.1950837,-76.3835528
"Dyberry Township, Pennsylvania",Wayne County,"$17,847 ","Dyberry Township, Wayne County, Pennsylvania, USA",41.6298815,-75.29454895
"Ohioville, Pennsylvania",Beaver County,"$17,837 ","Ohioville, Beaver County, Pennsylvania, USA",40.6792312,-80.4947892
"Blanchard, Centre County, Pennsylvania",Centre County,"$17,836 ","Blanchard, Liberty township, Centre County, Pennsylvania, 16826, USA",41.0642317,-77.5977703
"North Charleroi, Pennsylvania",Washington County,"$17,834 ","North Charleroi, Washington County, Pennsylvania, USA",40.151183,-79.9075484
"Spring Mills, Pennsylvania",Centre County,"$17,832 ","Spring Mills, Gregg township, Centre County, Pennsylvania, USA",40.853399,-77.5674956
"Perryopolis, Pennsylvania",Fayette County,"$17,829 ","Perryopolis, Fayette County, Pennsylvania, 15473, USA",40.0870183,-79.7505971
"Pine Township, Armstrong County, Pennsylvania",Armstrong County,"$17,824 ","Pine Township, Armstrong County, Pennsylvania, USA",40.92472765,-79.4305289
"Lower Chanceford Township, York County, Pennsylvania",York County,"$17,821 ","Lower Chanceford Township, York County, Pennsylvania, 17302, USA",39.825647,-76.40399528
"Briar Creek Township, Pennsylvania",Columbia County,"$17,818 ","Briar Creek, Columbia County, Pennsylvania, USA",41.0459185,-76.2821589
"Valley View, Schuylkill County, Pennsylvania",Schuylkill County,"$17,817 ","Valley View, Schuylkill County, Pennsylvania, 17983, USA",40.645268,-76.542212
"Chicora, Pennsylvania",Butler County,"$17,815 ","Chicora, Butler County, Pennsylvania, 16003, USA",40.9504092,-79.7412945
"Foster Township, McKean County, Pennsylvania",McKean County,"$17,809 ","Foster Township, McKean County, Pennsylvania, 16727, USA",41.940378,-78.57710029
"Tionesta, Pennsylvania",Forest County,"$17,799 ","Tionesta, Forest County, Pennsylvania, USA",41.49534,-79.4558798
"Bradys Bend Township, Pennsylvania",Armstrong County,"$17,797 ","Bradys Bend Township, Armstrong County, Pennsylvania, 16026, USA",40.9813361,-79.65663518
"New Bethlehem, Pennsylvania",Clarion County,"$17,796 ","New Bethlehem, Clarion County, Pennsylvania, USA",41.001732,-79.3314297
"Mead Township, Pennsylvania",Warren County,"$17,792 ","Mead Township, Warren County, Pennsylvania, United States of America",41.86578495,-78.94571123
"East Franklin Township, Pennsylvania",Armstrong County,"$17,787 ","East Franklin Township, Armstrong County, Pennsylvania, 16204, USA",40.8492129,-79.56091692
"Chalfant, Pennsylvania",Allegheny County,"$17,784 ","Chalfant, Allegheny County, Pennsylvania, 15112, USA",40.4103769,-79.8389029
"Midway, Washington County, Pennsylvania",Washington County,"$17,783 ","Midway, Washington County, Pennsylvania, 15060, USA",40.3692358,-80.2928389
"Stowe Township, Pennsylvania",Allegheny County,"$17,783 ","Stowe Township, Allegheny County, Pennsylvania, 15136, USA",40.4817144,-80.0717324
"Muncy, Pennsylvania",Lycoming County,"$17,782 ","Muncy, Lycoming County, Pennsylvania, USA",41.20484,-76.7870991
"Rices Landing, Pennsylvania",Greene County,"$17,775 ","Rices Landing, Greene County, Pennsylvania, 15357, USA",39.9453527,-79.9956095
"Union Township, Schuylkill County, Pennsylvania",Schuylkill County,"$17,773 ","Union Township, Schuylkill County, Pennsylvania, 17967, USA",40.84446975,-76.24234149
"Armstrong Township, Indiana County, Pennsylvania",Indiana County,"$17,772 ","Armstrong Township, Indiana County, Pennsylvania, 15774, USA",40.62647775,-79.28489112
"Cumberland Valley Township, Pennsylvania",Bedford County,"$17,768 ","Cumberland Valley Township, Bedford County, Pennsylvania, USA",39.8306035,-78.63873931
"Courtdale, Pennsylvania",Luzerne County,"$17,765 ","Courtdale, Luzerne County, Pennsylvania, USA",41.2800811,-75.9121418
"Barree Township, Pennsylvania",Huntingdon County,"$17,762 ","Barree, Huntingdon County, Pennsylvania, 16611, USA",40.5853461,-78.1005628
"Pleasant Gap, Pennsylvania",Centre County,"$17,747 ","Pleasant Gap, Centre County, Pennsylvania, USA",40.8681177,-77.7466665
"Bangor, Pennsylvania",Northampton County,"$17,742 ","Bangor, Northampton County, Pennsylvania, USA",40.8656515,-75.2065677
"Enola, Pennsylvania",Cumberland County,"$17,740 ","Enola, Cumberland County, Pennsylvania, USA",40.2853013,-76.93584634
"Atglen, Pennsylvania",Chester County,"$17,735 ","Atglen, Chester County, Pennsylvania, 19351, USA",39.9492712,-75.9735608
"Shenango Township, Mercer County, Pennsylvania",Mercer County,"$17,728 ","Shenango Township, Mercer County, Pennsylvania, USA",41.15812625,-80.45203467
"Folcroft, Pennsylvania",Delaware County,"$17,727 ","Folcroft, Delaware County, Pennsylvania, USA",39.890946,-75.2837965
"Coolspring Township, Pennsylvania",Mercer County,"$17,724 ","Coolspring Township, Mercer County, Pennsylvania, USA",41.2547515,-80.22075898
"Red Lion, Pennsylvania",York County,"$17,723 ","Red Lion, York County, Pennsylvania, 17356, USA",39.9009334,-76.6058001
"Wilmington Township, Mercer County, Pennsylvania",Mercer County,"$17,719 ","Wilmington Township, Mercer County, Pennsylvania, 16142, USA",41.1417175,-80.32079377
"Youngwood, Pennsylvania",Westmoreland County,"$17,715 ","Youngwood, Westmoreland County, Pennsylvania, 15697, USA",40.240348,-79.5767066
"Conewago Township, York County, Pennsylvania",York County,"$17,703 ","Conewago Township, York County, Pennsylvania, USA",40.0560175,-76.79750761
"Allenport, Washington County, Pennsylvania",Washington County,"$17,702 ","Allenport, Washington County, Pennsylvania, USA",40.0981287,-79.8489347
"Mars, Pennsylvania",Butler County,"$17,701 ","Mars, Butler County, Pennsylvania, USA",40.6958342,-80.011878
"Liberty, Tioga County, Pennsylvania",Tioga County,"$17,690 ","Liberty, Tioga County, Pennsylvania, USA",41.5584074,-77.1046928
"Wellsville, Pennsylvania",York County,"$17,689 ","Wellsville, York County, Pennsylvania, USA",40.0506048,-76.9383153
"Jessup Township, Pennsylvania",Lackawanna County,"$17,688 ","Jessup, Lackawanna County, Pennsylvania, 18434, USA",41.4686924,-75.5621309
"Moreland Township, Pennsylvania",Montgomery County,"$17,680 ","Lower Moreland Township, Montgomery County, Pennsylvania, 19006, USA",40.1353168,-75.034993
"Delta, Pennsylvania",York County,"$17,677 ","Delta, York County, Pennsylvania, USA",39.727049,-76.3266255
"Valley-Hi, Pennsylvania",Fulton County,"$17,677 ","Valley-Hi, Fulton County, Pennsylvania, United States of America",40.0292505,-78.1913988
"Ashley, Pennsylvania",Luzerne County,"$17,676 ","Ashley, Luzerne County, Pennsylvania, USA",41.2119643,-75.9005283
"Reserve Township, Pennsylvania",Allegheny County,"$17,676 ","Reserve Township, Allegheny County, Pennsylvania, USA",40.4864929,-79.9890928
"Black Creek Township, Pennsylvania",Schuylkill County,"$17,675 ","Black Creek, Tremont Township, Schuylkill County, Pennsylvania, 17981, USA",40.60208,-76.3862051
"Kreamer, Pennsylvania",Snyder County,"$17,667 ","Kreamer, Snyder County, Pennsylvania, 17833, USA",40.8031403,-76.9638655
"Benner Township, Pennsylvania",Centre County,"$17,665 ","Benner Township, Centre County, Pennsylvania, USA",40.8718485,-77.82811811
"Thompsontown, Pennsylvania",Juniata County,"$17,663 ","Thompsontown, Juniata County, Pennsylvania, 17094, USA",40.5645255,-77.2372079
"Cross Creek Township, Pennsylvania",Washington County,"$17,654 ","Cross Creek Township, Washington County, Pennsylvania, USA",40.297083,-80.41517959
"Daugherty Township, Pennsylvania",Beaver County,"$17,646 ","Daugherty Township, Beaver County, Pennsylvania, 15066, USA",40.743101,-80.26804941
"South Huntingdon Township, Pennsylvania",Westmoreland County,"$17,645 ","South Huntingdon Township, Westmoreland County, Pennsylvania, USA",40.1725585,-79.69861186
"Volant, Pennsylvania",Lawrence County,"$17,642 ","Volant, Lawrence County, Pennsylvania, USA",41.1136707,-80.2589518
"Germany Township, Pennsylvania",Indiana County,"$17,636 ","Germany, Indiana County, Pennsylvania, 15949, USA",40.4203479,-79.1166983
"Liverpool, Pennsylvania",Perry County,"$17,626 ","Liverpool, Perry County, Pennsylvania, 17045, USA",40.5764798,-76.9916022
"Frenchcreek Township, Pennsylvania",Venango County,"$17,620 ","Frenchcreek Township, Venango County, Pennsylvania, USA",41.4105315,-79.93447413
"Elizabeth, Pennsylvania",Allegheny County,"$17,618 ","Elizabeth, Allegheny County, Pennsylvania, USA",40.2692367,-79.8897706
"St. Thomas Township, Pennsylvania",Franklin County,"$17,615 ","Saint Thomas, Franklin County, Pennsylvania, 17252, USA",39.9175908,-77.7977726
"West Mayfield, Pennsylvania",Beaver County,"$17,609 ","West Mayfield, Beaver County, Pennsylvania, USA",40.7800646,-80.3383968
"West Wyoming, Pennsylvania",Luzerne County,"$17,603 ","West Wyoming, Luzerne County, Pennsylvania, 18644, USA",41.3198024,-75.8460288
"Duryea, Pennsylvania",Luzerne County,"$17,598 ","Duryea, Luzerne County, Pennsylvania, USA",41.347817,-75.7564267
"Eldred Township, Jefferson County, Pennsylvania",Jefferson County,"$17,596 ","Eldred Township, Jefferson County, Pennsylvania, USA",41.24059075,-79.13446414
"Coraopolis, Pennsylvania",Allegheny County,"$17,595 ","Coraopolis, Allegheny County, Pennsylvania, 15108, USA",40.5184013,-80.1667247
"Glendon, Pennsylvania",Northampton County,"$17,593 ","Glendon, Northampton County, Pennsylvania, USA",40.6662101,-75.2360103
"Columbus Township, Pennsylvania",Warren County,"$17,586 ","Columbus Township, Warren County, Pennsylvania, USA",41.94629405,-79.55153164
"Etna, Pennsylvania",Allegheny County,"$17,580 ","Etna, Allegheny County, Pennsylvania, USA",40.5035986,-79.9484404
"Hegins Township, Pennsylvania",Schuylkill County,"$17,571 ","Hegins Township, Schuylkill County, Pennsylvania, USA",40.6480855,-76.4974907
"Greenfield Township, Erie County, Pennsylvania",Erie County,"$17,569 ","Greenfield Township, Erie County, Pennsylvania, USA",42.1203888,-79.83172377
"Ford Cliff, Pennsylvania",Armstrong County,"$17,568 ","Ford Cliff, Armstrong County, Pennsylvania, 16228, USA",40.7608898,-79.5359657
"Richfield, Pennsylvania",Juniata County,"$17,555 ","Richfield, Juniata County, Pennsylvania, 17986, USA",40.6886932,-77.1127615
"Turtle Creek, Pennsylvania",Allegheny County,"$17,552 ","Turtle Creek, Allegheny County, Pennsylvania, 15145, USA",40.405926,-79.8250534
"Oklahoma, Pennsylvania",Westmoreland County,"$17,547 ","Oklahoma, Westmoreland County, Pennsylvania, USA",40.5814403,-79.5740244
"Mehoopany Township, Wyoming County, Pennsylvania",Wyoming County,"$17,546 ","Mehoopany, Wyoming County, Pennsylvania, USA",41.5634095,-76.0604814
"East Penn Township, Pennsylvania",Carbon County,"$17,545 ","East Penn Township, 167, Municipal Road, West Penn Township, Carbon County, Pennsylvania, 18235, USA",40.7841767,-75.7679842
"Seven Valleys, Pennsylvania",York County,"$17,544 ","Seven Valleys, York County, Pennsylvania, USA",39.855605,-76.7684864
"Barry Township, Pennsylvania",Schuylkill County,"$17,539 ","Barry Township, Schuylkill County, Pennsylvania, USA",40.7126705,-76.41285778
"Bradford, Pennsylvania",Bradford County,"$17,537 ","Bradford County, Pennsylvania, USA",41.7746685,-76.5264613
"Gilpin Township, Pennsylvania",Armstrong County,"$17,520 ","Gilpin Township, Armstrong County, Pennsylvania, 15682, USA",40.66897005,-79.60494001
"Roscoe, Pennsylvania",Washington County,"$17,508 ","Roscoe, Washington County, Pennsylvania, 15477, USA",40.0795178,-79.8656018
"Hamlin Township, Pennsylvania",McKean County,"$17,505 ","Hamlin Township, McKean County, Pennsylvania, USA",41.7257585,-78.56831672
"Gregg Township, Centre County, Pennsylvania",Centre County,"$17,504 ","Gregg township, Centre County, Pennsylvania, 16875, USA",40.8584485,-77.58170633
"West York, Pennsylvania",York County,"$17,503 ","West York, York County, Pennsylvania, USA",39.9536683,-76.7618609
"Springfield Township, Mercer County, Pennsylvania",Mercer County,"$17,493 ","Springfield Township, Mercer County, Pennsylvania, USA",41.1476365,-80.19737068
"Lime Ridge, Pennsylvania",Columbia County,"$17,489 ","Lime Ridge, Columbia County, Pennsylvania, USA",41.0278636,-76.3393842
"Decatur Township, Clearfield County, Pennsylvania",Clearfield County,"$17,485 ","Decatur Township, Clearfield County, Pennsylvania, 16666, USA",40.8762825,-78.31631088
"Rose Township, Pennsylvania",Jefferson County,"$17,472 ","Rose Township, Jefferson County, Pennsylvania, USA",41.130986,-79.11179406
"Drumore Township, Pennsylvania",Lancaster County,"$17,470 ","Drumore, Lancaster County, Pennsylvania, 17518, USA",39.7917702,-76.2649569
"Canonsburg, Pennsylvania",Washington County,"$17,469 ","Canonsburg, Washington County, Pennsylvania, USA",40.2625702,-80.1872797
"Rouzerville, Pennsylvania",Franklin County,"$17,467 ","Rouzerville, Franklin County, Pennsylvania, 17250, USA",39.7367609,-77.5349906
"Elmhurst Township, Pennsylvania",Lackawanna County,"$17,465 ","Elmhurst, Lackawanna County, Pennsylvania, 18416, USA",41.3778601,-75.5446308
"Honesdale, Pennsylvania",Wayne County,"$17,464 ","Honesdale, Wayne County, Pennsylvania, 18431, USA",41.5767552,-75.2587871
"Lykens, Pennsylvania",Dauphin County,"$17,459 ","Lykens, Dauphin County, Pennsylvania, USA",40.5667527,-76.700522
"Dushore, Pennsylvania",Sullivan County,"$17,448 ","Dushore, Sullivan County, Pennsylvania, USA",41.524242,-76.4007744
"Edgewood, Northumberland County, Pennsylvania",Northumberland County,"$17,445 ","Edgewood, Northumberland County, Pennsylvania, USA",40.7884189,-76.5724589
"Grier City-Park Crest, Pennsylvania",Schuylkill County,"$17,443 ","Grier City-Park Crest, Schuylkill County, Pennsylvania, USA",40.821558,-76.06305
"Clifford Township, Pennsylvania",Susquehanna County,"$17,442 ","Clifford Township, Susquehanna County, Pennsylvania, 18441, USA",41.67580415,-75.5489926
"Greene Township, Mercer County, Pennsylvania",Mercer County,"$17,442 ","Greene Township, Mercer County, Pennsylvania, USA",41.465906,-80.44986206
"Towanda, Pennsylvania",Bradford County,"$17,438 ","Towanda, Bradford County, Pennsylvania, 18848, USA",41.7673567,-76.44291
"Wilmot Township, Pennsylvania",Bradford County,"$17,438 ","Wilmot, Bradford County, Pennsylvania, USA",41.5947975,-76.309381
"Prospect, Pennsylvania",Butler County,"$17,435 ","Prospect, Butler County, Pennsylvania, 16052, USA",40.9045084,-80.0464473
"Elk Creek Township, Erie County, Pennsylvania",Erie County,"$17,424 ","Elk Creek Township, Erie County, Pennsylvania, 16410, USA",41.8931528,-80.30778395
"Roseto, Pennsylvania",Northampton County,"$17,419 ","Roseto, Northampton County, Pennsylvania, USA",40.8806512,-75.2146237
"Jermyn, Pennsylvania",Lackawanna County,"$17,417 ","Jermyn, Lackawanna County, Pennsylvania, USA",41.5309147,-75.5454634
"Middlebury Township, Pennsylvania",Bucks County,"$17,390 ","Middlebury Drive, Warwick Township, Bucks County, Pennsylvania, 18974, USA",40.225471,-75.085826
"Springfield Township, Erie County, Pennsylvania",Erie County,"$17,389 ","Springfield Township, Erie County, Pennsylvania, USA",41.96069755,-80.45385344
"North Woodbury Township, Pennsylvania",Blair County,"$17,386 ","North Woodbury Township, Blair County, Pennsylvania, United States of America",40.284989,-78.31042373
"Ayr Township, Pennsylvania",Fulton County,"$17,380 ","Ayr Township, Fulton County, Pennsylvania, 17233, United States of America",39.883793,-78.02148715
"Hubley Township, Pennsylvania",Schuylkill County,"$17,377 ","Hubley Township, Schuylkill County, Pennsylvania, USA",40.6335748,-76.61363907
"Blossburg, Pennsylvania",Tioga County,"$17,375 ","Blossburg, Tioga County, Pennsylvania, 16912, USA",41.6795186,-77.0638567
"Clearfield, Pennsylvania",Clearfield County,"$17,374 ","Clearfield County, Pennsylvania, United States of America",40.9908706,-78.4457422
"Dickson City, Pennsylvania",Lackawanna County,"$17,370 ","Dickson City, Lackawanna County, Pennsylvania, 18519, USA",41.4714693,-75.607688
"Arona, Pennsylvania",Westmoreland County,"$17,365 ","Arona, Westmoreland County, Pennsylvania, 15617, USA",40.2692366,-79.6614311
"Petrolia, Pennsylvania",Butler County,"$17,358 ","Petrolia, Butler County, Pennsylvania, USA",41.0167299,-79.7175492
"Portersville, Pennsylvania",Butler County,"$17,356 ","Portersville, Butler County, Pennsylvania, USA",40.9255114,-80.1442551
"Adamsville, Pennsylvania",Crawford County,"$17,351 ","Adamsville, Crawford County, Pennsylvania, USA",41.5111646,-80.3697888
"Duboistown, Pennsylvania",Lycoming County,"$17,348 ","Duboistown, Lycoming County, Pennsylvania, USA",41.2225781,-77.0369123
"Winfield Township, Pennsylvania",Butler County,"$17,338 ","Winfield Township, Butler County, Pennsylvania, 16023, USA",40.78988145,-79.73785661
"Blooming Valley, Pennsylvania",Crawford County,"$17,334 ","Blooming Valley, Crawford County, Pennsylvania, USA",41.6811669,-80.04089
"Deemston, Pennsylvania",Washington County,"$17,331 ","Deemston, Washington County, Pennsylvania, USA",40.0259066,-80.0303312
"Mahoning Township, Carbon County, Pennsylvania",Carbon County,"$17,330 ","Mahoning Township, Carbon County, Pennsylvania, USA",40.8174185,-75.7489755
"Nicholson Township, Wyoming County, Pennsylvania",Wyoming County,"$17,330 ","Nicholson, Wyoming County, Pennsylvania, 18446, USA",41.6261882,-75.78047
"West Homestead, Pennsylvania",Allegheny County,"$17,327 ","West Homestead, Allegheny County, Pennsylvania, USA",40.3939581,-79.9119946
"Worth Township, Butler County, Pennsylvania",Butler County,"$17,324 ","Worth Township, Butler County, Pennsylvania, USA",41.00700965,-80.1156897
"Salem Township, Mercer County, Pennsylvania",Mercer County,"$17,317 ","Salem Township, Mercer County, Pennsylvania, USA",41.4474515,-80.29408865
"Oakland Township, Butler County, Pennsylvania",Butler County,"$17,313 ","Oakland Township, Butler County, Pennsylvania, 16001:16025, USA",40.9204563,-79.83076542
"Littlestown, Pennsylvania",Adams County,"$17,310 ","Littlestown, Adams County, Pennsylvania, 17340, USA",39.744544,-77.0880385
"Smethport, Pennsylvania",McKean County,"$17,297 ","Smethport, McKean County, Pennsylvania, United States of America",41.8091097,-78.446264
"Beaver Meadows, Pennsylvania",Carbon County,"$17,296 ","Beaver Meadows, Carbon County, Pennsylvania, USA",40.9282892,-75.9150811
"Richmond Township, Crawford County, Pennsylvania",Crawford County,"$17,292 ","Richmond Township, Crawford County, Pennsylvania, USA",41.7217593,-79.96532383
"Meadville, Pennsylvania",Crawford County,"$17,290 ","Meadville, Crawford County, Pennsylvania, 16335, USA",41.641445,-80.151449
"West Chillisquaque Township, Pennsylvania",Northumberland County,"$17,290 ","Chillisquaque, Northumberland County, Pennsylvania, 17850, USA",40.9425851,-76.8549657
"Donegal Township, Washington County, Pennsylvania",Washington County,"$17,288 ","Donegal Township, Washington County, Pennsylvania, USA",40.137021,-80.46331461
"Genesee Township, Pennsylvania",Potter County,"$17,285 ","Genesee, Potter County, Pennsylvania, 16923, USA",41.9892343,-77.8658312
"Plymouth Township, Luzerne County, Pennsylvania",Luzerne County,"$17,285 ","Plymouth, Luzerne County, Pennsylvania, 18651, USA",41.2403596,-75.9446428
"Lurgan Township, Pennsylvania",Franklin County,"$17,276 ","Lurgan, Franklin County, Pennsylvania, 17232, USA",40.093977,-77.6311007
"New Buffalo, Pennsylvania",Perry County,"$17,276 ","New Buffalo, Perry County, Pennsylvania, 17069, USA",40.454252,-76.9696989
"Portland, Pennsylvania",Northampton County,"$17,275 ","Portland, Northampton County, Pennsylvania, 18351, USA",40.9221629,-75.0979793
"Hazleton, Pennsylvania",Luzerne County,"$17,270 ","Hazleton, Luzerne County, Pennsylvania, 18201, USA",40.9646867,-75.9852789
"Berrysburg, Pennsylvania",Dauphin County,"$17,269 ","Berrysburg, Dauphin County, Pennsylvania, 17005, USA",40.6020295,-76.8119149
"Washington Township, Schuylkill County, Pennsylvania",Schuylkill County,"$17,269 ","Washington Township, Schuylkill County, Pennsylvania, USA",40.55978775,-76.30818135
"Wharton Township, Potter County, Pennsylvania",Potter County,"$17,268 ","Wharton, Potter County, Pennsylvania, USA",41.5317315,-78.0197234
"Dravosburg, Pennsylvania",Allegheny County,"$17,264 ","Dravosburg, Allegheny County, Pennsylvania, 15034, USA",40.3506251,-79.8861602
"Abbottstown, Pennsylvania",Adams County,"$17,246 ","Abbottstown, Adams County, Pennsylvania, USA",39.8864869,-76.9847013
"Fairfield, Pennsylvania",Adams County,"$17,243 ","Fairfield, Adams County, Pennsylvania, USA",39.7873173,-77.3685984
"Lorain, Pennsylvania",Cambria County,"$17,243 ","Lorain, Cambria County, Pennsylvania, USA",40.2989637,-78.8922465
"East Drumore Township, Pennsylvania",Lancaster County,"$17,229 ","Drumore, Lancaster County, Pennsylvania, 17518, USA",39.7917702,-76.2649569
"Big Beaver, Pennsylvania",Beaver County,"$17,228 ","Big Beaver, Beaver County, Pennsylvania, USA",40.8245081,-80.362842
"Shippen Township, Cameron County, Pennsylvania",Cameron County,"$17,228 ","Shippen Township, Cameron County, Pennsylvania, 15834, United States of America",41.511506,-78.33412018
"West Keating Township, Pennsylvania",McKean County,"$17,224 ","Keating Township, McKean County, Pennsylvania, USA",41.824175,-78.48837274
"Carbon Township, Pennsylvania",Westmoreland County,"$17,222 ","Carbon, Westmoreland County, Pennsylvania, PA 15601, USA",40.2903472,-79.5603181
"Girard Township, Erie County, Pennsylvania",Erie County,"$17,222 ","Girard Township, Erie County, Pennsylvania, USA",41.99412,-80.35745708
"Mont Alto, Pennsylvania",Franklin County,"$17,216 ","Mont Alto, Franklin County, Pennsylvania, 17237, USA",39.8442593,-77.5583232
"West Branch Township, Pennsylvania",Cambria County,"$17,214 ","West Branch, Cambria County, Pennsylvania, 15714, USA",40.6614563,-78.7858606
"Hop Bottom, Pennsylvania",Susquehanna County,"$17,208 ","Hop Bottom, Susquehanna County, Pennsylvania, 18824, USA",41.7059106,-75.7663017
